مرحبًا.	Hi.
ما عساني أن أفعل؟	What can I do?
ما الذي حصل؟	What happened?
ماذا حدث؟	What happened?
ماذا حصل ؟	What happened?
أين أنت؟	Where are you?
من قال هذا؟	Who said that?
من يقول هذا؟	Who says that?
من يتحدّث؟	Who's talking?
لمن هذا؟	Whose is this?
يمكنك أن تفعلها!	You can do it.
تشجع!	You can do it.
تبدو مشغولاً.	You look busy.
تبدو شاحباً.	You look pale.
تبدو شاحب الوجه.	You look pale.
يبدو عليك المرض.	You look sick.
تبدو مريضاً.	You look sick.
يمكنك التحدث.	You may speak.
ستحتاج إلى ذلك.	You need this.
عليك الذهاب.	You should go.
من الأفضل أن تذهب.	You should go.
كنتَ مشغولاً.	You were busy.
إنك تعمل بجد.	You work hard.
أنت طفل.	You're a baby.
أنت تمزح!	You're joking!
اسمح لي بالذهاب.	Allow me to go.
هل أنت آتٍ؟	Are you coming?
هل أنت جائع؟	Are you hungry?
ألست طوم؟	Aren't you Tom?
تضع الطيور البيض.	Birds lay eggs.
أغلي الماء	Boil the water.
أحضرها لي.	Bring it to me.
هل لي أن أساعدك؟	Can I help you?
أيمكنني مساعدتك؟	Can I help you?
كيف لي أن أساعدك؟	Can I help you?
إفحص كُل واحد.	Check everyone.
أقفل الباب!	Close the door.
عُد قريبًا.	Come back soon.
هل كسرتها؟	Did I break it?
إفعل ما تريد.	Do as you like.
افعل ما تريد.	Do as you want.
هل تعرفني؟	Do you know me?
هل تحب ذلك؟	Do you like it?
هل يعجبك ذلك؟	Do you like it?
أتحبني؟	Do you love me?
هل تحبني؟	Do you love me?
هل تقصدني؟	Do you mean me?
أتعدني؟	Do you promise?
أتعديني؟	Do you promise?
هل يهم؟	Does it matter?
هل هذا يؤلم؟	Does this hurt?
لا تقل ذلك.	Don't say that.
لا توقفه	Don't stop him.
لا تلمسني.	Don't touch me!
ألق السكين.	Drop the knife!
الجميع يعرف	Everyone knows.
انهض من سريرك!	Get out of bed!
أعطه إياه.	Give it to him.
أعطه إياها.	Give it to him.
كل سنة و أنت بخير.	Happy New Year!
كل سنة و أنتم بخير.	Happy New Year!
عام جديد سعيد!	Happy New Year!
سنة جديدة سعيدة!	Happy New Year!
عاك سعيد!	Happy New Year!
عيد ميلاد سعيد.	Happy birthday!
هو لا يجري	He doesn't run.
هو يسوق بسرعة.	He drives fast.
هو تركنا.	He has left us.
هو غادرنا.	He has left us.
إنه طبيب.	He is a doctor.
إنه عبقري.	He is a genius.
إنه ذكي جداً.	He is a genius.
يبدو شاباً.	He looks young.
يحب الموسيقي.	He loves music.
غنى أغنية.	He sang a song.
يبدو متعباً.	He seems tired.
صفعها	He slapped her.
لن يذهب.	He will not go.
عمل بجد.	He worked hard.
إنّه طالب.	He's a student.
إنه والدي.	He's my father.
إنهُ مُسعد الأن.	He's ready now.
إليك بكتاب.	Here is a book.
هنا كتاب.	Here is a book.
ها قد أَتَوْا.	Here they come.
هذه بطاقتي.	Here's my card.
ها هو الباص.	Here's the bus.
هلا! ما الجديد؟	Hi! What's new?
مرحبا, ادخل	Hi, come on in.
كيف بإمكاني مساعدتك ؟	How can I help?
ما مدي ارتفاعها ؟	How high is it?
كم ثمنها؟	How much is it?
كيف حال أبيك؟	How's your dad?
أنا طالب	I am a student.
أكلت اللحم.	I ate the meat.
أخذت تبكي.	I began to cry.
بدأتُ بالبكاء.	I began to cry.
جئت سيراً على الأقدام.	I came on foot.
أتيت سيراً على الأقدام.	I came on foot.
لا يمكنني رؤيته.	I can't see it.
لا أخاف شيئا.	I fear nothing.
أشعر بما تمر به.	I feel for you.
أنا أعدك	I give my word.
أذهب إلى المدرسة.	I go to school.
لقد كَرِهتُ المَدرَسَة.	I hated school.
لدي كحة.	I have a cough.
لدي سعال.	I have a cough.
لدي حمى.	I have a fever.
عندي بيت.	I have a house.
لا أعرف‏.‏‏	I have no idea.
لدي أخوات.	I have sisters.
أذيت ركبتي.	I hurt my knee.
أعرف ذلك الولد.	I know the boy.
أحبُ الجزر	I like carrots.
أحب القلاع.	I like castles.
أحب ذلك الكلب.	I like the dog.
أضعت مفاتيحي.	I lost my keys.
أنا أحب هارفارد.	I love Harvard.
أحبُ الجزر	I love carrots.
أحب أكل اللازانيا.	I love lasagna.
أحب الحفلات.	I love parties.
احب ان اخبز.	I love to bake.
عليّ أن أشتري واحدة.	I must buy one.
لابد أن اشتري واحدة.	I must buy one.
أحتاج الى سكين.	I need a knife.
توقفت عن التدخين	I quit smoking.
رأيت خمسة رجال.	I saw five men.
رأيته يقفز.	I saw him jump.
رأيتُ واحدة مرة.	I saw one once.
أنا أري الفتاة.	I see the girl.
أبيعُ الأسلحة.	I sell weapons.
أنا أدرس اللغة الكورية.	I study Korean.
انعطفتُ يمينًا.	I turned right.
عادةً أمشي.	I usually walk.
أريد مخلّلًا.	I want pickles.
أود أن أعرف.	I want to know.
أريد أن أعيش	I want to live.
شعرت بالصّدمة.	I was in shock.
كنتُ معك.	I was with you.
لم أَكُنْ هُناكْ.	I wasn't there.
سأقاضيك.	I will sue you.
سأرفع عليك قضية.	I will sue you.
أود الذهاب.	I'd like to go.
سأشتري سيارة.	I'll buy a car.
سأعود.	I'll come back.
سأتصل بك.	I'll phone you.
سأوبخه.	I'll scold him.
سأبقى في البيت.	I'll stay home.
أنا رجل حر.	I'm a free man.
إنني وراءه.	I'm behind him.
انا بخلفه .	I'm behind him.
أنا في السيارة	I'm in the car.
أنا في ورطة.	I'm in trouble.
أنا لست جائع.	I'm not hungry.
أنا لستُ خائفاً.	I'm not scared.
أنا لستُ خائفةً	I'm not scared.
أنا كبير بما يكفي.	I'm old enough.
أنا كبير بما فيه الكفاية.	I'm old enough.
أنا ما زلت هنا.	I'm still here.
أنا القاتل.	I'm the killer.
أنا أخلع ملابسي.	I'm undressing.
أنا سعيد للغاية.	I'm very happy.
أنا سعيد جداً.	I'm very happy.
أنا آسف جداً	I'm very sorry.
كنت مشغولا.	I've been busy.
سبق و رأيت ذلك.	I've seen that.
لقد رأيت ذلك من قبل.	I've seen that.
لو أنّني كنت أعرف!	If only I knew!
أهو أمريكي؟	Is he American?
هل هو ياباني؟	Is he Japanese?
هل هذه فرنسية؟	Is this French?
أليست سوداء؟	Isn't it black?
أليس أسوداً؟	Isn't it black?
هل اليوم هو السبت؟	It is Saturday.
كان ذلك فأراً.	It was a mouse.
إنها جديدة.	It's brand new.
إنك في خطر!	It's dangerous!
الجو حار اليوم.	It's hot today.
اليوم حار	It's hot today.
إنها جاهزة الأن.	It's ready now.
إنها الملكة.	It's the queen.
إنها صغيرة جداً.	It's too small.
إنها صغيرة جداً	It's too small.
الأمر يعود إليك.	It's up to you.
كما تريد.	It's up to you.
إن الجو قارس.	It's very cold.
الجو بارد جداً.	It's very cold.
هذا جيد جدا	It's very good.
حسنًا عُمِلَ.	It's well done.
إنه كتابك.	It's your book.
إنه دورك.	It's your turn.
فقط أضف الماء	Just add water.
اتبعني فحسب.	Just follow me.
فقط انس الأمر.	Just forget it.
الأطفال يحبّون الكلاب.	Kids love dogs.
دع الأمر لي.	Leave it to me.
اتركني و شأني!	Leave me alone!
دعني و شأني!	Leave me alone!
اتركني وحيدا	Leave me alone.
لنعُد إلى البيت.	Let us go home.
هيا لنرجع إلى المنزل.	Let us go home.
لنسرع.	Let's hurry up.
دعونا لا نتحدث.	Let's not talk.
دعينا لا نتحدث.	Let's not talk.
دعنا لا نتحدث.	Let's not talk.
لنشاهد التلفاز.	Let's watch TV.
لنشاهد الرائي.	Let's watch TV.
لنشاهد التلفزيون.	Let's watch TV.
أقفل الأبواب.	Lock the doors.
اعتني بتوم	Look after Tom.
من فضلك، ارفع صوتك.	Louder, please.
هل تحتاج لمساعدة؟	May I help you?
هل لي أن أساعدك؟	May I help you?
أيمكنني مساعدتك؟	May I help you?
هل يمكنني أن اساعدك؟	May I help you?
أيمكنني الجلوس؟	May I sit down?
أيمكنني الجلوس هنا؟	May I sit here?
هل يمكنني استخدام هذا؟	May I use this?
مفاصلي تؤلمني.	My joints ache.
أنفي تريد حَكَّها	My nose itches.
أنفي يحكّني؟	My nose itches.
سني يؤلمني.	My tooth hurts.
الآن تذكرت.	Now I remember.
تذكرت الآن.	Now I remember.
الله وحده يعلم.	Only God knows.
الناس يحبونني.	People like me.
تفضل بالدخول.	Please come in.
تفضّل بالدّخول.	Please come in.
من فضلك ساعدني.	Please help me.
انتظر قليلاً.	Please hold on.
ارتفعت الأسعار.	Prices went up.
زرعت ورداً.	She grew roses.
هي تمشي.	She is walking.
ربما ستأتي.	She might come.
من الممكن أنها ستأتي.	She might come.
هي ليست هنا	She's not here.
خذ وقتك.	Take your time.
خذ وختك	Take your time.
أخبر الجميع	Tell everybody.
قل الحقيقة	Tell the truth.
شكرا جزيلا.	Thanks a bunch.
ذاك فندقٌ.	That's a hotel.
ذلك فندقٌ.	That's a hotel.
هذا كتابي.	That's my book.
هذا بلاستيك.	That's plastic.
غردت العصافير.	The birds sang.
كلهم سكارى.	They all drank.
إنهم سعداء.	They are happy.
هم سعداء.	They are happy.
كانوا يكرهون توم.	They hated Tom.
هُم تركوني أذهب.	They let me go.
فكر في ذلك.	Think about it.
فكر بذلك	Think about it.
هذا كتاب.	This is a book.
هذه نكتة.	This is a joke.
هذه سيارتي.	This is my car.
التذكرة من فضلك	Ticket, please.
التذكرة لو سمحت	Ticket, please.
حان وقت الإستيقاظ.	Time to get up.
توم ينتظر.	Tom is waiting.
توم ليس هنا	Tom isn't here.
توم ليس في البيت	Tom isn't home.
توم يعلم ذلك	Tom knows that.
يبدو توم شاحب الوجه.	Tom looks pale.
توم ليس في البيت	Tom's not home.
توم هو الأفضل.	Tom's the best.
توم يشاهد	Tom's watching.
اِغسل رجليك.	Wash your feet.
راقب الجزء الخلفي .	Watch the rear.
نحن في المنزل	We are at home.
جعلناه يذهب.	We made him go.
سنجد واحدا.	We'll find one.
سنقتلك.	We'll kill you.
نحن في المنزل الآن.	We're home now.
نحن مطيعون.	We're obedient.
نحن بمأمن الآن.	We're safe now.
نحن في أمان الآن.	We're safe now.
نحن طلاب	We're students.
إذاً هيا بنا نذهب.	Well, let's go.
يا له من كلب كبير!	What a big dog!
ماذا عن "توم"؟	What about Tom?
ما هو عملك؟	What do you do?
ماذا لو فشلت؟	What if I fail?
ماذا قلت؟	What'd you say?
متى سنأكل؟	When do we eat?
أين هم؟	Where are they?
أين هما؟	Where are they?
أين تقع باريس؟	Where is Paris?
أين كنت؟	Where were you?
من كسر هذا؟	Who broke this?
من يتحدّث؟	Who's speaking?
من هذا الصبي؟	Who's that boy?
لم تسأل؟	Why do you ask?
لماذا تسأل؟	Why do you ask?
لماذا هو موجود هنا؟	Why is he here?
لم هو هنا؟	Why is he here?
لماذا هو هنا؟	Why is he here?
نظف أنفك	Wipe your nose.
نعم, أعلم	Yes, I know it.
نعم، بالطبع.	Yes, of course.
أنت أحمق.	You are stupid.
عليك أن تذهب.	You have to go.
عليك الرحيل.	You have to go.
عليك أن ترحل.	You have to go.
يبدو عليك الملل.	You look bored.
تبدو سعيداً	You look happy.
تبدو متعباً.	You look tired.
لا بد أنك تمزح!	You're kidding!
أنت طفلي.	You're my baby.
عفوًا.	You're welcome.
هل هذه الأشياء لك؟	Are these yours?
هل أنت في البيت؟	Are you at home?
هل أنت موجود في المنزل؟	Are you at home?
هل صحتك جيدة؟	Are you healthy?
هل تَمْزَح؟	Are you kidding?
أأنت تمزح؟	Are you kidding?
يصنع النحل العسل.	Bees make honey.
كن مؤدبًا.	Behave yourself.
أحسن التصرف.	Behave yourself.
اثني ركبتيك.	Bend your knees.
أحضره إلي.	Bring him to me.
اتصل بالشرطة!	Call the police!
اطلب الشرطة!	Call the police!
أيمكنك أن تبحث عنها؟	Can you find it?
أيمكنك إيجادها؟	Can you find it?
أيمكنك أن تسمعني؟	Can you hear me?
هل بإمكانك سماعي؟	Can you hear me?
هل يمكنك أن تساعدني؟	Can you help me?
نظف غرفتك.	Clean your room.
نظفي غرفتكِ.	Clean your room.
أغلق عينيك.	Close your eyes.
تعال إذا أمكنك.	Come if you can.
مبروك.	Congratulations!
تهانينا!	Congratulations!
مبارك!	Congratulations!
تهانيّ!	Congratulations!
دافِع عن نَفسَك.	Defend yourself.
هل اشتقت إليّ؟	Did you miss me?
هل اشتقت لي؟	Did you miss me?
هل افتقدتني؟	Did you miss me?
هل تشك في ذلك؟	Do you doubt it?
هل تأكل اللحم؟	Do you eat meat?
ألديك واحد؟	Do you have one?
هل لديك واحدة؟	Do you have one?
هل لديك واحد؟	Do you have one?
هل تعرفه؟	Do you know him?
هل تعلم لماذا؟	Do you know why?
أتحب موسيقى الراب؟	Do you like rap?
هل تحبه ؟ / هل تحبينه ؟	Do you love him?
أما زلت تذكر؟	Do you remember?
هل تتذكر؟	Do you remember?
هل تري هذا؟	Do you see that?
أتعتقد ذلك؟	Do you think so?
هل تبدو بخير؟	Does it look OK?
لا تأت هنا.	Don't come here.
لا تنسانا.	Don't forget us.
لا تنظر إلى الوراء.	Don't look back.
لا تنظر إلى الخلف.	Don't look back.
لا تنظر وراءك.	Don't look back.
لا تتظاهر بالغباء!	Don't play dumb!
لا تلعب هنا.	Don't play here.
قُد بحذر.	Drive carefully.
سُق بحذر	Drive carefully.
بالصحة و العافية!	Enjoy your meal!
إخرج من هنا.	Get out of here.
اعطني مهلة.	Give me a break.
أعطني المفتاح.	Give me the key.
عظيم, أليس كذلك؟	Great, isn't it?
يناسبك اللون الأخضر.	Green suits you.
أخذت تبكي.	He began to cry.
أصبحت الكرة معه.	He got the ball.
حصل على الكرة.	He got the ball.
إنه لطيف جداً.	He is very kind.
يبدو قوياً.	He looks strong.
فقد عمله.	He lost his job.
خسر وظيفته.	He lost his job.
إنه يحب القطارات.	He loves trains.
تم طرده	He was laid off.
سيذهب كذلك.	He will also go.
إنهُ في مشكلة.	He's in trouble.
هو أخي	He's my brother.
ليس غبياً.	He's not stupid.
تفضل الحساب	Here's the bill.
ها هو كلبك.	Here's your dog.
أهلاً كيف حالك؟	Hi! How are you?
كيف حالك الآن؟	How are you now?
و كيف لك أن تعرف؟	How do you know?
يا للروعة!	How fascinating!
كم هذا رائع!.	How fascinating!
كم هذا مثير للإهتمام!	How interesting!
كيف حال الجميع؟	How is everyone?
كيف حالكم جميعاً؟	How is everyone?
كيف حال أبيك؟	How is your dad?
كم رائع أنتَ!	How nice of you!
كم رائعة أنتِ!	How nice of you!
كم عمرك؟	How old are you?
يا لوقاحتك!	How rude of you!
